agrovet_name,region,specialty,phone,email,statement,image_path
LivestockShop (Barasa),Nakuru,vaccines,+25415062338,livestocks_nakuru@yahoo.com,"LivestockShop (Barasa), located in Nakuru County, specializes in vaccines. Contact: +25415062338, Email: livestocks_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\LivestockShop_(Barasa)_79.jpg
LivestockDistributors (Omondi),Kajiado,seed distribution,+25471728789,livestockd_kajiado@outlook.com,"LivestockDistributors (Omondi), located in Kajiado County, specializes in seed distribution. Contact: +25471728789, Email: livestockd_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\LivestockDistributors_(Omondi)_80.jpg
LivestockSuppliers (Cheruiyot),Naivasha,fish farming supplies,+25475127176,livestocks_naivasha@agrovet.co.ke,"LivestockSuppliers (Cheruiyot), located in Naivasha County, specializes in fish farming supplies. Contact: +25475127176, Email: livestocks_naivasha@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\LivestockSuppliers_(Cheruiyot)_81.jpg
BioDepot (Kamau),Machakos,farm machinery,+25472472034,biodepotka_machakos@agrovet.co.ke,"BioDepot (Kamau), located in Machakos County, specializes in farm machinery. Contact: +25472472034, Email: biodepotka_machakos@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\BioDepot_(Kamau)_82.jpg
EcoFarmers Ltd (Wanjiku),Garissa,veterinary medicine,+25479949928,ecofarmers_garissa@outlook.com,"EcoFarmers Ltd (Wanjiku), located in Garissa County, specializes in veterinary medicine. Contact: +25479949928, Email: ecofarmers_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\EcoFarmers_Ltd_(Wanjiku)_83.jpg
EcoDepot (Kamau),Eldoret,farm machinery,+25416756439,ecodepotka_eldoret@farmershub.co.ke,"EcoDepot (Kamau), located in Eldoret County, specializes in farm machinery. Contact: +25416756439, Email: ecodepotka_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\EcoDepot_(Kamau)_84.jpg
LivestockAgrovet (Koech),Nairobi,crop protection chemicals,+254118320891,livestocka_nairobi@farmershub.co.ke,"LivestockAgrovet (Koech), located in Nairobi County, specializes in crop protection chemicals. Contact: +254118320891, Email: livestocka_nairobi@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\LivestockAgrovet_(Koech)_85.jpg
PrimeCenter (Mutiso),Machakos,fertilizers,+25418018423,primecente_machakos@yahoo.com,"PrimeCenter (Mutiso), located in Machakos County, specializes in fertilizers. Contact: +25418018423, Email: primecente_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\PrimeCenter_(Mutiso)_86.jpg
CropAgrovet (Mutiso),Nairobi,veterinary medicine,+254110890210,cropagrove_nairobi@outlook.com,"CropAgrovet (Mutiso), located in Nairobi County, specializes in veterinary medicine. Contact: +254110890210, Email: cropagrove_nairobi@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\CropAgrovet_(Mutiso)_87.jpg
AgroCenter (Moraa),Machakos,fish farming supplies,+25414816833,agrocenter_machakos@farmershub.co.ke,"AgroCenter (Moraa), located in Machakos County, specializes in fish farming supplies. Contact: +25414816833, Email: agrocenter_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\AgroCenter_(Moraa)_88.jpg
RuralSuppliers (Maina),Kakamega,beekeeping tools,+25471255259,ruralsuppl_kakamega@gmail.com,"RuralSuppliers (Maina), located in Kakamega County, specializes in beekeeping tools. Contact: +25471255259, Email: ruralsuppl_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\RuralSuppliers_(Maina)_89.jpg
DairySuppliers (Kilonzo),Busia,dairy equipment,+254119077621,dairysuppl_busia@farmershub.co.ke,"DairySuppliers (Kilonzo), located in Busia County, specializes in dairy equipment. Contact: +254119077621, Email: dairysuppl_busia@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\DairySuppliers_(Kilonzo)_90.jpg
GreenDepot (Achieng),Nyeri,beekeeping tools,+25415291935,greendepot_nyeri@outlook.com,"GreenDepot (Achieng), located in Nyeri County, specializes in beekeeping tools. Contact: +25415291935, Email: greendepot_nyeri@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\GreenDepot_(Achieng)_91.jpg
BioSolutions (Chebet),Isiolo,crop protection chemicals,+254115380113,biosolutio_isiolo@gmail.com,"BioSolutions (Chebet), located in Isiolo County, specializes in crop protection chemicals. Contact: +254115380113, Email: biosolutio_isiolo@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\BioSolutions_(Chebet)_92.jpg
DairyDistributors (Moraa),Garissa,veterinary medicine,+25478677374,dairydistr_garissa@farmershub.co.ke,"DairyDistributors (Moraa), located in Garissa County, specializes in veterinary medicine. Contact: +25478677374, Email: dairydistr_garissa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\DairyDistributors_(Moraa)_93.jpg
AgroStores (Kamau),Nairobi,beekeeping tools,+25412296945,agrostores_nairobi@farmershub.co.ke,"AgroStores (Kamau), located in Nairobi County, specializes in beekeeping tools. Contact: +25412296945, Email: agrostores_nairobi@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgroStores_(Kamau)_94.jpg
EcoDepot (Mwangi),Kisumu,crop protection chemicals,+25414487118,ecodepotmw_kisumu@farmershub.co.ke,"EcoDepot (Mwangi), located in Kisumu County, specializes in crop protection chemicals. Contact: +25414487118, Email: ecodepotmw_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\EcoDepot_(Mwangi)_95.jpg
FarmShop (Otieno),Kitale,seed distribution,+25475659640,farmshopot_kitale@yahoo.com,"FarmShop (Otieno), located in Kitale County, specializes in seed distribution. Contact: +25475659640, Email: farmshopot_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\FarmShop_(Otieno)_96.jpg
GreenSolutions (Njeri),Nyeri,farm machinery,+254113813874,greensolut_nyeri@yahoo.com,"GreenSolutions (Njeri), located in Nyeri County, specializes in farm machinery. Contact: +254113813874, Email: greensolut_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\GreenSolutions_(Njeri)_97.jpg
PrimeAgrovet (Barasa),Meru,fertilizers,+25470075033,primeagrov_meru@farmershub.co.ke,"PrimeAgrovet (Barasa), located in Meru County, specializes in fertilizers. Contact: +25470075033, Email: primeagrov_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\PrimeAgrovet_(Barasa)_98.jpg
AgroSuppliers (Mutiso),Nairobi,veterinary medicine,+254113921185,agrosuppli_nairobi@agrovet.co.ke,"AgroSuppliers (Mutiso), located in Nairobi County, specializes in veterinary medicine. Contact: +254113921185, Email: agrosuppli_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgroSuppliers_(Mutiso)_99.jpg
VetDistributors (Barasa),Garissa,vaccines,+25479761459,vetdistrib_garissa@farmershub.co.ke,"VetDistributors (Barasa), located in Garissa County, specializes in vaccines. Contact: +25479761459, Email: vetdistrib_garissa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\VetDistributors_(Barasa)_100.jpg
LivestockStores (Ochieng),Isiolo,vaccines,+254110574584,livestocks_isiolo@agrovet.co.ke,"LivestockStores (Ochieng), located in Isiolo County, specializes in vaccines. Contact: +254110574584, Email: livestocks_isiolo@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\LivestockStores_(Ochieng)_101.jpg
AnimalHub (Omondi),Nyeri,crop protection chemicals,+25418431757,animalhubo_nyeri@yahoo.com,"AnimalHub (Omondi), located in Nyeri County, specializes in crop protection chemicals. Contact: +25418431757, Email: animalhubo_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AnimalHub_(Omondi)_102.jpg
AnimalDepot (Omondi),Homa Bay,crop protection chemicals,+254112745176,animaldepo_homabay@outlook.com,"AnimalDepot (Omondi), located in Homa Bay County, specializes in crop protection chemicals. Contact: +254112745176, Email: animaldepo_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AnimalDepot_(Omondi)_103.jpg
EcoStores (Njeri),Nyeri,crop protection chemicals,+25412215974,ecostoresn_nyeri@farmershub.co.ke,"EcoStores (Njeri), located in Nyeri County, specializes in crop protection chemicals. Contact: +25412215974, Email: ecostoresn_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\EcoStores_(Njeri)_104.jpg
RuralFarmers Ltd (Njeri),Isiolo,dairy equipment,+254114608954,ruralfarme_isiolo@farmershub.co.ke,"RuralFarmers Ltd (Njeri), located in Isiolo County, specializes in dairy equipment. Contact: +254114608954, Email: ruralfarme_isiolo@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\RuralFarmers_Ltd_(Njeri)_105.jpg
AgriDistributors (Barasa),Kitale,farm machinery,+25474418419,agridistri_kitale@gmail.com,"AgriDistributors (Barasa), located in Kitale County, specializes in farm machinery. Contact: +25474418419, Email: agridistri_kitale@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\AgriDistributors_(Barasa)_106.jpg
HarvestDistributors (Cheruiyot),Nakuru,poultry inputs,+25478393960,harvestdis_nakuru@yahoo.com,"HarvestDistributors (Cheruiyot), located in Nakuru County, specializes in poultry inputs. Contact: +25478393960, Email: harvestdis_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\HarvestDistributors_(Cheruiyot)_107.jpg
AgriSolutions (Achieng),Nairobi,crop protection chemicals,+25471727308,agrisoluti_nairobi@yahoo.com,"AgriSolutions (Achieng), located in Nairobi County, specializes in crop protection chemicals. Contact: +25471727308, Email: agrisoluti_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgriSolutions_(Achieng)_108.jpg
AgriAgency (Kiptoo),Naivasha,animal health care,+25417131848,agriagency_naivasha@gmail.com,"AgriAgency (Kiptoo), located in Naivasha County, specializes in animal health care. Contact: +25417131848, Email: agriagency_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\AgriAgency_(Kiptoo)_109.jpg
BioSolutions (Koech),Migori,livestock feeds,+254117631466,biosolutio_migori@yahoo.com,"BioSolutions (Koech), located in Migori County, specializes in livestock feeds. Contact: +254117631466, Email: biosolutio_migori@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\BioSolutions_(Koech)_110.jpg
GreenStores (Kilonzo),Busia,fertilizers,+25472751947,greenstore_busia@gmail.com,"GreenStores (Kilonzo), located in Busia County, specializes in fertilizers. Contact: +25472751947, Email: greenstore_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\GreenStores_(Kilonzo)_111.jpg
HarvestShop (Okello),Nakuru,poultry inputs,+254117615982,harvestsho_nakuru@gmail.com,"HarvestShop (Okello), located in Nakuru County, specializes in poultry inputs. Contact: +254117615982, Email: harvestsho_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\HarvestShop_(Okello)_112.jpg
ProMart (Moraa),Nakuru,vaccines,+25419187289,promartmor_nakuru@gmail.com,"ProMart (Moraa), located in Nakuru County, specializes in vaccines. Contact: +25419187289, Email: promartmor_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\ProMart_(Moraa)_113.jpg
VetWorld (Achieng),Meru,fish farming supplies,+25415129886,vetworldac_meru@farmershub.co.ke,"VetWorld (Achieng), located in Meru County, specializes in fish farming supplies. Contact: +25415129886, Email: vetworldac_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\VetWorld_(Achieng)_114.jpg
ProDistributors (Kamau),Kitale,animal health care,+25477546685,prodistrib_kitale@yahoo.com,"ProDistributors (Kamau), located in Kitale County, specializes in animal health care. Contact: +25477546685, Email: prodistrib_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\ProDistributors_(Kamau)_115.jpg
AgriSolutions (Omondi),Uasin Gishu,animal health care,+254119844597,agrisoluti_uasingishu@agrovet.co.ke,"AgriSolutions (Omondi), located in Uasin Gishu County, specializes in animal health care. Contact: +254119844597, Email: agrisoluti_uasingishu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AgriSolutions_(Omondi)_116.jpg
CropHub (Njeri),Kitui,fertilizers,+25416566849,crophubnje_kitui@gmail.com,"CropHub (Njeri), located in Kitui County, specializes in fertilizers. Contact: +25416566849, Email: crophubnje_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\CropHub_(Njeri)_117.jpg
VetStores (Njeri),Meru,livestock feeds,+254115417196,vetstoresn_meru@farmershub.co.ke,"VetStores (Njeri), located in Meru County, specializes in livestock feeds. Contact: +254115417196, Email: vetstoresn_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\VetStores_(Njeri)_118.jpg
