agrovet_name,region,specialty,phone,email,statement,image_path,region_encoded,specialty_encoded,phone_numeric,phone_scaled
PrimeCenter (Kamau),Nyeri,animal health care,25477080930,primecente_nyeri@agrovet.co.ke,"PrimeCenter (Kamau), located in Nyeri County, specializes in animal health care. Contact: +25477080930, Email: primecente_nyeri@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\PrimeCenter_(Kamau)_3136.jpg,17,0,25477080930,-0.7061275957054598
LivestockStores (Okello),Isiolo,dairy equipment,25418302269,livestocks_isiolo@agrovet.co.ke,"LivestockStores (Okello), located in Isiolo County, specializes in dairy equipment. Contact: +25418302269, Email: livestocks_isiolo@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\LivestockStores_(Okello)_2106.jpg,4,3,25418302269,-0.7066730519219144
CropStores (Okello),Mombasa,poultry inputs,254118742236,cropstores_mombasa@farmershub.co.ke,"CropStores (Okello), located in Mombasa County, specializes in poultry inputs. Contact: +254118742236, Email: cropstores_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\CropStores_(Okello)_6694.jpg,13,8,254118742236,1.415629065268466
ProFarmers Ltd (Otieno),Kisumu,beekeeping tools,254113032367,profarmers_kisumu@agrovet.co.ke,"ProFarmers Ltd (Otieno), located in Kisumu County, specializes in beekeeping tools. Contact: +254113032367, Email: profarmers_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\ProFarmers_Ltd_(Otieno)_410.jpg,7,1,254113032367,1.41557607863202
AnimalServices (Ochieng),Busia,beekeeping tools,25415498210,animalserv_busia@yahoo.com,"AnimalServices (Ochieng), located in Busia County, specializes in beekeeping tools. Contact: +25415498210, Email: animalserv_busia@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\AnimalServices_(Ochieng)_6562.jpg,0,1,25415498210,-0.7066990731239431
DairyServices (Chebet),Nyeri,beekeeping tools,254114526867,dairyservi_nyeri@outlook.com,"DairyServices (Chebet), located in Nyeri County, specializes in beekeeping tools. Contact: +254114526867, Email: dairyservi_nyeri@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\DairyServices_(Chebet)_5717.jpg,17,1,254114526867,1.4155899473439235
LivestockMart (Koech),Migori,fertilizers,25475655083,livestockm_migori@farmershub.co.ke,"LivestockMart (Koech), located in Migori County, specializes in fertilizers. Contact: +25475655083, Email: livestockm_migori@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\LivestockMart_(Koech)_2337.jpg,12,5,25475655083,-0.7061408273289203
ProMart (Njoroge),Siaya,dairy equipment,25474497135,promartnjo_siaya@farmershub.co.ke,"ProMart (Njoroge), located in Siaya County, specializes in dairy equipment. Contact: +25474497135, Email: promartnjo_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\ProMart_(Njoroge)_585.jpg,18,3,25474497135,-0.7061515728941337
PrimeDepot (Maina),Mombasa,crop protection chemicals,25476240721,primedepot_mombasa@yahoo.com,"PrimeDepot (Maina), located in Mombasa County, specializes in crop protection chemicals. Contact: +25476240721, Email: primedepot_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\PrimeDepot_(Maina)_178.jpg,13,2,25476240721,-0.7061353927054999
LivestockShop (Njeri),Migori,livestock feeds,25415243665,livestocks_migori@outlook.com,"LivestockShop (Njeri), located in Migori County, specializes in livestock feeds. Contact: +25415243665, Email: livestocks_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\LivestockShop_(Njeri)_8114.jpg,12,7,25415243665,-0.7067014352592871
DairyMart (Achieng),Garissa,vaccines,25472628787,dairymarta_garissa@gmail.com,"DairyMart (Achieng), located in Garissa County, specializes in vaccines. Contact: +25472628787, Email: dairymarta_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\DairyMart_(Achieng)_7255.jpg,2,10,25472628787,-0.7061689108534162
AgriServices (Koech),Kisumu,veterinary medicine,25475803675,agriservic_kisumu@farmershub.co.ke,"AgriServices (Koech), located in Kisumu County, specializes in veterinary medicine. Contact: +25475803675, Email: agriservic_kisumu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AgriServices_(Koech)_3523.jpg,7,11,25475803675,-0.7061394484198275
DairyFarmers Ltd (Kilonzo),Naivasha,dairy equipment,25418131752,dairyfarme_naivasha@farmershub.co.ke,"DairyFarmers Ltd (Kilonzo), located in Naivasha County, specializes in dairy equipment. Contact: +25418131752, Email: dairyfarme_naivasha@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\DairyFarmers_Ltd_(Kilonzo)_7012.jpg,15,3,25418131752,-0.7066746342913676
LivestockSolutions (Wanjiku),Eldoret,beekeeping tools,25414154999,livestocks_eldoret@agrovet.co.ke,"LivestockSolutions (Wanjiku), located in Eldoret County, specializes in beekeeping tools. Contact: +25414154999, Email: livestocks_eldoret@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\LivestockSolutions_(Wanjiku)_3403.jpg,1,1,25414154999,-0.7067115378990417
FarmMart (Achieng),Kakamega,livestock feeds,25478063166,farmmartac_kakamega@farmershub.co.ke,"FarmMart (Achieng), located in Kakamega County, specializes in livestock feeds. Contact: +25478063166, Email: farmmartac_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\FarmMart_(Achieng)_580.jpg,6,7,25478063166,-0.7061184807184371
LivestockAgrovet (Kamau),Machakos,beekeeping tools,25470959984,livestocka_machakos@outlook.com,"LivestockAgrovet (Kamau), located in Machakos County, specializes in beekeeping tools. Contact: +25470959984, Email: livestocka_machakos@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\LivestockAgrovet_(Kamau)_7471.jpg,10,1,25470959984,-0.7061843970682244
GreenShop (Okello),Meru,crop protection chemicals,254111421841,greenshopo_meru@farmershub.co.ke,"GreenShop (Okello), located in Meru County, specializes in crop protection chemicals. Contact: +254111421841, Email: greenshopo_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\GreenShop_(Okello)_6972.jpg,11,2,254111421841,1.4155611332180973
VetShop (Okello),Homa Bay,fertilizers,25479613083,vetshopoke_homabay@agrovet.co.ke,"VetShop (Okello), located in Homa Bay County, specializes in fertilizers. Contact: +25479613083, Email: vetshopoke_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\VetShop_(Okello)_687.jpg,3,5,25479613083,-0.706104097745973
VetSuppliers (Kimani),Nyeri,farm machinery,254112157922,vetsupplie_nyeri@yahoo.com,"VetSuppliers (Kimani), located in Nyeri County, specializes in farm machinery. Contact: +254112157922, Email: vetsupplie_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\VetSuppliers_(Kimani)_6625.jpg,17,4,254112157922,1.4155679639275833
FarmWorld (Njeri),Homa Bay,vaccines,25478028023,farmworldn_homabay@outlook.com,"FarmWorld (Njeri), located in Homa Bay County, specializes in vaccines. Contact: +25478028023, Email: farmworldn_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\FarmWorld_(Njeri)_7179.jpg,3,10,25478028023,-0.7061188068396431
HarvestShop (Ochieng),Kisumu,fish farming supplies,254115684716,harvestsho_kisumu@agrovet.co.ke,"HarvestShop (Ochieng), located in Kisumu County, specializes in fish farming supplies. Contact: +254115684716, Email: harvestsho_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\HarvestShop_(Ochieng)_5643.jpg,7,6,254115684716,1.4156006919904334
AnimalDepot (Njoroge),Siaya,poultry inputs,254113068441,animaldepo_siaya@farmershub.co.ke,"AnimalDepot (Njoroge), located in Siaya County, specializes in poultry inputs. Contact: +254113068441, Email: animaldepo_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\AnimalDepot_(Njoroge)_1507.jpg,18,8,254113068441,1.4155764133927515
LivestockStores (Kilonzo),Meru,poultry inputs,25478419118,livestocks_meru@gmail.com,"LivestockStores (Kilonzo), located in Meru County, specializes in poultry inputs. Contact: +25478419118, Email: livestocks_meru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\LivestockStores_(Kilonzo)_4143.jpg,11,8,25478419118,-0.7061151775429674
AgroAgrovet (Mwangi),Eldoret,farm machinery,25414332105,agroagrove_eldoret@yahoo.com,"AgroAgrovet (Mwangi), located in Eldoret County, specializes in farm machinery. Contact: +25414332105, Email: agroagrove_eldoret@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AgroAgrovet_(Mwangi)_1852.jpg,1,4,25414332105,-0.7067098943847624
ProCenter (Wanjiku),Eldoret,fertilizers,25413532364,procenterw_eldoret@yahoo.com,"ProCenter (Wanjiku), located in Eldoret County, specializes in fertilizers. Contact: +25413532364, Email: procenterw_eldoret@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\ProCenter_(Wanjiku)_4156.jpg,1,5,25413532364,-0.7067173158484804
GreenAgency (Ochieng),Naivasha,veterinary medicine,25471224275,greenagenc_naivasha@gmail.com,"GreenAgency (Ochieng), located in Naivasha County, specializes in veterinary medicine. Contact: +25471224275, Email: greenagenc_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\GreenAgency_(Ochieng)_4834.jpg,15,11,25471224275,-0.7061819444916184
BioEnterprises (Otieno),Mombasa,crop protection chemicals,254116116625,bioenterpr_mombasa@yahoo.com,"BioEnterprises (Otieno), located in Mombasa County, specializes in crop protection chemicals. Contact: +254116116625, Email: bioenterpr_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\BioEnterprises_(Otieno)_1934.jpg,13,2,254116116625,1.4156047000342538
PrimeStores (Wanjiku),Garissa,poultry inputs,254116414529,primestore_garissa@gmail.com,"PrimeStores (Wanjiku), located in Garissa County, specializes in poultry inputs. Contact: +254116414529, Email: primestore_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\PrimeStores_(Wanjiku)_654.jpg,2,8,254116414529,1.4156074645339198
AgriServices (Moraa),Kitui,fish farming supplies,254115702998,agriservic_kitui@farmershub.co.ke,"AgriServices (Moraa), located in Kitui County, specializes in fish farming supplies. Contact: +254115702998, Email: agriservic_kitui@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\AgriServices_(Moraa)_6046.jpg,9,6,254115702998,1.4156008616443585
GreenAgency (Kimani),Nairobi,beekeeping tools,254112742473,greenagenc_nairobi@gmail.com,"GreenAgency (Kimani), located in Nairobi County, specializes in beekeeping tools. Contact: +254112742473, Email: greenagenc_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\GreenAgency_(Kimani)_9822.jpg,14,1,254112742473,1.4155733884638242
AnimalHub (Mutiso),Meru,beekeeping tools,254110805213,animalhubm_meru@yahoo.com,"AnimalHub (Mutiso), located in Meru County, specializes in beekeeping tools. Contact: +254110805213, Email: animalhubm_meru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AnimalHub_(Mutiso)_2540.jpg,11,1,254110805213,1.4155554110126214
AgroServices (Cheruiyot),Naivasha,poultry inputs,25472347916,agroservic_naivasha@yahoo.com,"AgroServices (Cheruiyot), located in Naivasha County, specializes in poultry inputs. Contact: +25472347916, Email: agroservic_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\AgroServices_(Cheruiyot)_2548.jpg,15,8,25472347916,-0.7061715172896699
EcoSolutions (Njeri),Garissa,farm machinery,25413058586,ecosolutio_garissa@outlook.com,"EcoSolutions (Njeri), located in Garissa County, specializes in farm machinery. Contact: +25413058586, Email: ecosolutio_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\EcoSolutions_(Njeri)_1283.jpg,2,4,25413058586,-0.7067217124296703
FarmStores (Moraa),Machakos,animal health care,25470853906,farmstores_machakos@gmail.com,"FarmStores (Moraa), located in Machakos County, specializes in animal health care. Contact: +25470853906, Email: farmstores_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\FarmStores_(Moraa)_3607.jpg,10,0,25470853906,-0.7061853814544549
AnimalFarmers Ltd (Njeri),Kitui,animal health care,25472460581,animalfarm_kitui@yahoo.com,"AnimalFarmers Ltd (Njeri), located in Kitui County, specializes in animal health care. Contact: +25472460581, Email: animalfarm_kitui@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\AnimalFarmers_Ltd_(Njeri)_8753.jpg,9,0,25472460581,-0.706170471777173
GreenHub (Kiptoo),Busia,seed distribution,25470046399,greenhubki_busia@gmail.com,"GreenHub (Kiptoo), located in Busia County, specializes in seed distribution. Contact: +25470046399, Email: greenhubki_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\GreenHub_(Kiptoo)_4993.jpg,0,9,25470046399,-0.7061928749853636
ProMart (Njoroge),Busia,fish farming supplies,25418831848,promartnjo_busia@farmershub.co.ke,"ProMart (Njoroge), located in Busia County, specializes in fish farming supplies. Contact: +25418831848, Email: promartnjo_busia@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\ProMart_(Njoroge)_9696.jpg,0,6,25418831848,-0.7066681375167079
VetDistributors (Mwangi),Mombasa,livestock feeds,254111566475,vetdistrib_mombasa@yahoo.com,"VetDistributors (Mwangi), located in Mombasa County, specializes in livestock feeds. Contact: +254111566475, Email: vetdistrib_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\VetDistributors_(Mwangi)_8896.jpg,13,7,254111566475,1.4155624753976073
